Author Name,ORCID ID,Title,DOI,Year,Citations,Research Method
Servie O. Dapas,http://orcid.org/0009-0002-6482-8504,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
 ,No ORCID,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
Reky S. Windah,http://orcid.org/0009-0001-1532-8039,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
 ,No ORCID,The evaluation of behavior of geopolymer reinforced concrete and conventional reinforced concrete beams: a critical review,10.17515/resm2023.719st0326,2023,0,Unknown Method
Tadeusz Terlikowski,http://orcid.org/0000-0001-6197-4421,Civil security engineering or civil protection engineering?,10.12845/sft.55.1.2020.4,2020,0,Unknown Method
David G. Carmichael,http://orcid.org/0000-0002-2941-3488,Author’s reply to: David Elms’ discussion of ‘a framework for a civil engineering BOK’,10.1080/10286608.2021.1980549,2021,0,Unknown Method
Sreevalsa Kolathayar,http://orcid.org/0000-0003-1747-9284,Disaster Risk Reduction and Civil Engineering—An Introduction,10.1007/978-981-16-5312-4_1,2021,1,Unknown Method
Indrajit Pal,http://orcid.org/0000-0002-8743-8122,Disaster Risk Reduction and Civil Engineering—An Introduction,10.1007/978-981-16-5312-4_1,2021,1,Unknown Method
Satya Venkata Sai Aditya Bharadwaz Ganni,No ORCID,Disaster Risk Reduction and Civil Engineering—An Introduction,10.1007/978-981-16-5312-4_1,2021,1,Unknown Method
Tayfun Dede,http://orcid.org/0000-0001-9672-2232,Advanced Optimization Techniques and Their Applications in Civil Engineering,10.1155/2018/5913083,2018,1,Unknown Method
Moacir Kripka,http://orcid.org/0000-0002-1997-3414,Advanced Optimization Techniques and Their Applications in Civil Engineering,10.1155/2018/5913083,2018,1,Unknown Method
Vedat Toğan,No ORCID,Advanced Optimization Techniques and Their Applications in Civil Engineering,10.1155/2018/5913083,2018,1,Unknown Method
Victor Yepes,http://orcid.org/0000-0001-5488-6001,Advanced Optimization Techniques and Their Applications in Civil Engineering,10.1155/2018/5913083,2018,1,Unknown Method
Ravipudi V. Rao,No ORCID,Advanced Optimization Techniques and Their Applications in Civil Engineering,10.1155/2018/5913083,2018,1,Unknown Method
Wen-Wu Yang,No ORCID,Whole-process risk management of subsea tunnel engineering,10.1680/jcien.18.00015,2020,2,Unknown Method
Chor-Kin Tsang,No ORCID,Whole-process risk management of subsea tunnel engineering,10.1680/jcien.18.00015,2020,2,Unknown Method
Yu-Xuan Cai,http://orcid.org/0000-0003-3525-760X,Whole-process risk management of subsea tunnel engineering,10.1680/jcien.18.00015,2020,2,Unknown Method
Yue-Ming Hu,No ORCID,Whole-process risk management of subsea tunnel engineering,10.1680/jcien.18.00015,2020,2,Unknown Method
 ,No ORCID,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
Noor Azim Mohd. Radzi,http://orcid.org/0000-0003-4017-7735,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
Muhaimim Kamal,http://orcid.org/0000-0002-7389-4338,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
 ,No ORCID,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
Shareen Azuha,http://orcid.org/0000-0003-1665-0393,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
 ,No ORCID,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
Nur Izzatie Aqilah Mansor,http://orcid.org/0000-0001-9306-4481,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
 ,No ORCID,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
Roszilah Hamid,http://orcid.org/0000-0002-4617-970X,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
 ,No ORCID,Nonlinear coupled thermal-structural analysis of precast concrete beam-to-column connections at high temperatures,10.17515/resm2023.610ma1220,2023,0,Unknown Method
Julian Vercruysse,http://orcid.org/0000-0003-0276-7507,Managing climate change transition risks: another potential role for civil engineers,10.1680/jcien.20.00045,2021,2,Case study
Kim Yates,No ORCID,Managing climate change transition risks: another potential role for civil engineers,10.1680/jcien.20.00045,2021,2,Case study
Davide Stronati,No ORCID,Managing climate change transition risks: another potential role for civil engineers,10.1680/jcien.20.00045,2021,2,Case study
 ,No ORCID,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
Chereddy Sonali Sri Durga,http://orcid.org/0000-0003-0942-9252,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
Chava Venkatesh,http://orcid.org/0000-0003-0028-7702,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
 ,No ORCID,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
T. Muralidhararao,http://orcid.org/0000-0002-7768-3298,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
 ,No ORCID,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
Ramamohana Reddy Bellum,http://orcid.org/0000-0002-0040-5812,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
 ,No ORCID,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
B. Naga Malleswara Rao,http://orcid.org/0000-0002-5543-168X,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
 ,No ORCID,Estimation of durability properties of self-healing concrete influenced by different bacillus species,10.17515/resm2023.745st0423,2023,2,Experiment
 ,No ORCID,EXPORT POTENTIAL OF UKRAINIAN ENGINEERING COMPANIES,10.32782/2224-6282/176-16,2021,0,Unknown Method
Veronika Chala,http://orcid.org/0000-0002-2233-2335,EXPORT POTENTIAL OF UKRAINIAN ENGINEERING COMPANIES,10.32782/2224-6282/176-16,2021,0,Unknown Method
Yehor Aharkov,No ORCID,EXPORT POTENTIAL OF UKRAINIAN ENGINEERING COMPANIES,10.32782/2224-6282/176-16,2021,0,Unknown Method
 ,No ORCID,EXPORT POTENTIAL OF UKRAINIAN ENGINEERING COMPANIES,10.32782/2224-6282/176-16,2021,0,Unknown Method
Anna Hlushchenko,http://orcid.org/0000-0002-7953-2098,EXPORT POTENTIAL OF UKRAINIAN ENGINEERING COMPANIES,10.32782/2224-6282/176-16,2021,0,Unknown Method
 ,No ORCID,EXPORT POTENTIAL OF UKRAINIAN ENGINEERING COMPANIES,10.32782/2224-6282/176-16,2021,0,Unknown Method
Weipei Xue,http://orcid.org/0000-0002-2551-8143,Evaluation of flipped classroom teaching quality for civil engineering courses,10.24425/ace.2024.149882,2024,0,Unknown Method
Wei Jing,http://orcid.org/0000-0002-0256-7655,Evaluation of flipped classroom teaching quality for civil engineering courses,10.24425/ace.2024.149882,2024,0,Unknown Method
Sarah Bell,http://orcid.org/0000-0001-5289-4358,Establishing a statement of principles for community engagement with civil engineering,10.1680/jcien.22.00007,2022,4,Unknown Method
Evan Boyle,http://orcid.org/0000-0001-9117-0926,Establishing a statement of principles for community engagement with civil engineering,10.1680/jcien.22.00007,2022,4,Unknown Method
John Canton,No ORCID,Establishing a statement of principles for community engagement with civil engineering,10.1680/jcien.22.00007,2022,4,Unknown Method
Zara Khan,No ORCID,Establishing a statement of principles for community engagement with civil engineering,10.1680/jcien.22.00007,2022,4,Unknown Method
Ruth Quinn,http://orcid.org/0000-0002-9551-1350,Establishing a statement of principles for community engagement with civil engineering,10.1680/jcien.22.00007,2022,4,Unknown Method
Edward Rollason,http://orcid.org/0000-0002-9208-9107,Establishing a statement of principles for community engagement with civil engineering,10.1680/jcien.22.00007,2022,4,Unknown Method
Kieran Tully,http://orcid.org/0000-0003-0143-8971,Establishing a statement of principles for community engagement with civil engineering,10.1680/jcien.22.00007,2022,4,Unknown Method
Sarah Ward,http://orcid.org/0000-0002-1432-4204,Establishing a statement of principles for community engagement with civil engineering,10.1680/jcien.22.00007,2022,4,Unknown Method
Patricia Xavier,http://orcid.org/0000-0002-5870-9659,Establishing a statement of principles for community engagement with civil engineering,10.1680/jcien.22.00007,2022,4,Unknown Method
 ,No ORCID,DETERMINATION OF VAPOR PERMEABILITY AND HYGROSCOPIC PROPERTIES OF THERMAL INSULATING WATER-BASED PAINT DISPERSIONS,10.29295/2311-7257-2019-96-2-299-303,2019,0,Unknown Method
D. Demidov,http://orcid.org/0000-0002-9530-3500,DETERMINATION OF VAPOR PERMEABILITY AND HYGROSCOPIC PROPERTIES OF THERMAL INSULATING WATER-BASED PAINT DISPERSIONS,10.29295/2311-7257-2019-96-2-299-303,2019,0,Unknown Method
L. Saienko,http://orcid.org/0000-0002-3802-3078,DETERMINATION OF VAPOR PERMEABILITY AND HYGROSCOPIC PROPERTIES OF THERMAL INSULATING WATER-BASED PAINT DISPERSIONS,10.29295/2311-7257-2019-96-2-299-303,2019,0,Unknown Method
 ,No ORCID,DETERMINATION OF VAPOR PERMEABILITY AND HYGROSCOPIC PROPERTIES OF THERMAL INSULATING WATER-BASED PAINT DISPERSIONS,10.29295/2311-7257-2019-96-2-299-303,2019,0,Unknown Method
L. Butska,http://orcid.org/0000-0003-1496-7004,DETERMINATION OF VAPOR PERMEABILITY AND HYGROSCOPIC PROPERTIES OF THERMAL INSULATING WATER-BASED PAINT DISPERSIONS,10.29295/2311-7257-2019-96-2-299-303,2019,0,Unknown Method
 ,No ORCID,DETERMINATION OF VAPOR PERMEABILITY AND HYGROSCOPIC PROPERTIES OF THERMAL INSULATING WATER-BASED PAINT DISPERSIONS,10.29295/2311-7257-2019-96-2-299-303,2019,0,Unknown Method
M. Teslenko,http://orcid.org/0000-0003-2581-4097,DETERMINATION OF VAPOR PERMEABILITY AND HYGROSCOPIC PROPERTIES OF THERMAL INSULATING WATER-BASED PAINT DISPERSIONS,10.29295/2311-7257-2019-96-2-299-303,2019,0,Unknown Method
 ,No ORCID,DETERMINATION OF VAPOR PERMEABILITY AND HYGROSCOPIC PROPERTIES OF THERMAL INSULATING WATER-BASED PAINT DISPERSIONS,10.29295/2311-7257-2019-96-2-299-303,2019,0,Unknown Method
 ,No ORCID,Friction limit prediction of high-strength bolted connections using finite element method,10.17515/resm2022.517st0906,2023,0,Unknown Method
Mojtaba Hosseini,http://orcid.org/0000-0002-1932-2486,Friction limit prediction of high-strength bolted connections using finite element method,10.17515/resm2022.517st0906,2023,0,Unknown Method
Amir Mohammad Amiri,http://orcid.org/0000-0003-1076-1746,Friction limit prediction of high-strength bolted connections using finite element method,10.17515/resm2022.517st0906,2023,0,Unknown Method
 ,No ORCID,Friction limit prediction of high-strength bolted connections using finite element method,10.17515/resm2022.517st0906,2023,0,Unknown Method
Peyman Beiranvand,http://orcid.org/0000-0001-9384-8542,Friction limit prediction of high-strength bolted connections using finite element method,10.17515/resm2022.517st0906,2023,0,Unknown Method
 ,No ORCID,Friction limit prediction of high-strength bolted connections using finite element method,10.17515/resm2022.517st0906,2023,0,Unknown Method
Esfandiyar Abasi,http://orcid.org/0000-0001-5930-8745,Friction limit prediction of high-strength bolted connections using finite element method,10.17515/resm2022.517st0906,2023,0,Unknown Method
 ,No ORCID,Friction limit prediction of high-strength bolted connections using finite element method,10.17515/resm2022.517st0906,2023,0,Unknown Method
Donald Lamont,http://orcid.org/0000-0002-4642-9385,Underground construction: working in high pressure compressed air,10.1680/jcien.19.00017,2020,1,Unknown Method
Roy Slocombe,No ORCID,Underground construction: working in high pressure compressed air,10.1680/jcien.19.00017,2020,1,Unknown Method
 ,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
Li Shang,http://orcid.org/0009-0002-2147-0127,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
Zi Zhang,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
 ,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
Fujian Tang,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
 ,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
Qi Cao,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
 ,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
Hong Pan,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
 ,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
Zhibin Lin,http://orcid.org/0000-0003-3952-8147,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
 ,No ORCID,Signal Process of Ultrasonic Guided Wave for Damage Detection of Localized Defects in Plates: From Shallow Learning to Deep Learning,10.47852/bonviewjdsis32021771,2023,0,Unknown Method
 ,No ORCID,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
M. Maheswaran,http://orcid.org/0000-0001-6913-3141,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
C. Freeda Christy,http://orcid.org/0000-0002-6929-310X,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
 ,No ORCID,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
M. Muthukannan,http://orcid.org/0000-0003-1912-3513,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
 ,No ORCID,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
K. Arunkumar,http://orcid.org/0000-0002-5745-6864,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
 ,No ORCID,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
A. Vigneshkumar,http://orcid.org/0009-0003-4755-8669,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
 ,No ORCID,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma0703,2023,0,Unknown Method
 ,No ORCID,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma070,2023,0,Unknown Method
M. Maheswaran,http://orcid.org/0000-0001-6913-3141,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma070,2023,0,Unknown Method
C. Freeda Christy,http://orcid.org/0000-0002-6929-310X,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma070,2023,0,Unknown Method
 ,No ORCID,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma070,2023,0,Unknown Method
M. Muthukannan,http://orcid.org/0000-0003-1912-3513,Parametric study on the performance of industrial byproducts based geopolymer concrete blended with rice husk ash &amp; nano silica,10.17515/resm2023.809ma070,2023,0,Unknown Method
